,Title,URL,Album,InAnAlbum,Lyrics
96,Have Some Love,https://genius.com/Childish-gambino-have-some-love-lyrics,"“Awaken, My Love!”",True,"Have a word for your brother
Have some time for one another
Really love one another
It's so hard to find
Have a word for your brother
Have some time for one another
Really love one another
It's so hard to find
You got the power, you got the power
Of every hour, of every hour
I come to getcha and I know where you are
I come to getcha and I know where you are
It's getting hot, it's like a sauna
Then every night, in Arizona
They come to getcha when they grope in your mind
They think you creepy, getting down in your mind
They come to getcha, they come to getcha
It doesn't matter, you making magic
I got the business to make a mind
I got the business to make a mind
And if you feel it, if you feel in your toes
And you act nothing like nobody knows
But if you want it, you got to want it
Have a word for your brother
Have some time for one another
Really love one another
It's so hard to find
Have a word for your brother
Have some time for one another
Really love one another
It's so hard to find
Have a word
Come on baby, oh
Darling no, no, no, no, no, no, no
That's right baby, that's right
I see wherever, wherever, wherever you are
I see wherever, wherever, wherever you are
Wherever, wherever, wherever you are
Do no wrong now
That's right baby
There's a big wide world out there, I need to get in
We have got to really stay together 
And I hope and I pray, we will find it someday
We have got to really stay together , so—
Have a word for your brother
Have some time for one another
Really love one another
It's so hard to find
Have a word for your brother
Have some time for one another
Really love one another
It's so hard to find"
98,Heartbeat,https://genius.com/Childish-gambino-heartbeat-lyrics,Camp,True,"I wanted you to know
That I am ready to go, heartbeat
My heartbeat
I wanted you to know
Whenever you are around, can't speak
I can't speak
I wanted you to know
That I am ready to go, heartbeat
My heartbeat
I wanted you to know
Whenever you are around, can't speak
I can't speak
I know what your boy like
Skinny tie and a cuff type
He go and make breakfast
You walk around naked
I might just text you
Turn your phone over, when it's all over
No settling down, my text go to your screen
You know better than that
I come around when you least expect me
I'm sitting at the bar when your glass is empty
You thinking that this song's coming on to tempt me
I need to be alone like the way you left me
You start calling, you start crying
I come over, I'm inside you
I can't find you, the girl that I once had
But the sex that we have isn't half bad
The text say that ""It's not fair""
That's code for ""He's not here""
And I'ma flirt with this new girl
And I'ma call if it don't work
So we fuck 'til we come to conclusions
All the things that we thought we were losing
I'm a ghost and you know this
That's why we broke up in the first place
'Cause
I wanted you to know
That I am ready to go, heartbeat
My heartbeat
I wanted you to know
Whenever you are around, can't speak
I can't speak
I wanted you to know
That I am ready to go, heartbeat
My heartbeat
I wanted you to know
Whenever you are around, can't speak
I can't speak
It's late night Thursday
I know that you heard me
But you don't want the same thing
Well two can play that game
So I'm chilling with my girlfriend
But she not my real girlfriend
She got a key to my place but
She's not my real girlfriend
Stupid, so dummy
Say the wrong thing and wrong girls come runnin'
I'm paranoid that these girls want something from me
And it's hard to make a dime go 100
And my dude freakin' out over a worse fate
She on time, but she late for they first date
Cause he went and tried out a new condom
Slipped off in a threesome, good problems?
Right? Wrong
Askin' him if she wanna play games
With the Super Smash Brothers, but none of them you
I miss the sex when you kiss whenever you through
69 is the only dinner for two
I was wrong, but would you have listened to you?
Uh, you were crazy
I got a heart, but the artichoke
Is the only thing girls want when you in that smoke
And light
I wanted you to know
That I am ready to go, heartbeat
My heartbeat
I wanted you to know
Whenever you are around, can't speak
I can't speak
I wanted you to know
That I am ready to go, heartbeat
My heartbeat
I wanted you to know
Whenever you are around, can't speak
I can't speak
So we're done? This the real shit?
We used to hold hands like field trips
I'm a jerk, but your dude is a real dick
I read his post on your wall and I feel sick
He ain't cool, he ball and all that
But he just a fake nigga who blog in all caps
You couldn't wait to date
I'm going straight for your thighs like the cake you ate
I give a fuck about the niggas that you say you ate
You know that I’m the best when I’m a-fake-tionate
I'm the best that you had, face it
J and Keyshia are related: racist
I give you money, then you burn me, then you made off
She ain't a killer, but she'd fucking blow your head off
I know he wondering, ""What the fuck you hiding?""
That we dated like raps about Bin Laden
Ayo, fuck this
Are we dating? Are we fucking?
Are we best friends? Are we something? In between that?
I wish we never fucked, and I mean that"
103,Hold You Down,https://genius.com/Childish-gambino-hold-you-down-lyrics,Camp,True,"Ooh, I want it, yeah
Whenever you need my hand
I'll hold you down, oh
Ooh, you want it, yeah
Why in the fuck these niggas
Tryin' to hold me down, oh
Yeah, uh
Why in the fuck these niggas
Try and hold me down, ohh
""You such a fuckin' lame!""
It's what they used to yell back in seventh grade
My mama said she'd get me that new jacket when the cost go down
Hit the office, stole some Tommy Hill from lost and found
Not bad for a family of foster child
Lookin' fly man, I'm flossin' now
But them niggas saw through me
""Are you serious? What is this?""
Took the jacket off third period, ellipsis
Listening to ""Sky Is the Limit"" on my Walkman
Thinking if Biggie can make it through it, man then I can
Dope-boy swag, I always wanted that
But my persona was always more of that Arthur Ashe
But no love for the son of a commuter who was a radio head
And okay at them computers at the post office
It's funny how you smoke niggas then you start coffins
All my people need throat lozenge
My fear is dead, ambition drove the hearse
But niggas got me feelin' I ain't black enough to go to church
Culture shock at barber shops cause I ain't hood enough
We all look the same to the cops, ain't that good enough?
The black experience is black and serious
Cause being black, my experience, is no one hearin' us
White kids get to wear whatever hat they want
When it comes to black kids one size fits all
Ooh, I want it, yeah
Whenever you need my hand
I'll hold you down, oh
Ooh, you want it, yeah
Why in the fuck these niggas
Tryin' to hold me down, oh
Yeah, uh
Why in the fuck these niggas
Try and hold me down, ohh
We the baddest nigga
We the baddest nigga, you hear me?
We the baddest nigga, we the baddest nigga
We the baddest nigga, we the baddest
We the baddest nigga, we the baddest
The reason that they say I'm nothin' what they seen or heard's
The same reason Will Smith always opposite Latino girls
They only see you how they wanna see you
'Til you make them see you in some other way
I'm trippin' off the other day
'Cause God knows what these white kids say and do
You're not not racist 'cause The Wire's in your Netflix queue
Subtle racism, it's hard to pin it
'Cause you'd only understand if you were me for just a minute
This one kid said somethin' that was really bad
He said I wasn't really black because I had a dad
I think that's kinda sad
Mostly 'cause a lot of black kids think they should agree with that
If you're a father, you should stick around if you could
'Cause even if you're bad at it, you could Tiger Woods or MJ
We warriors, we all need senseis
Change everything that we've done so far
I don't mean makin' B.E.T. T.E.R
I mean just the way that we see each other
I won't stop until they say:
""James Franco is the white Donald Glover""
Yeah, these niggas wanted Cookie, but instead I gave 'em Loch Ness
Sick Boi for life, my swag is in a hospice
Aimin' for the throne, Jay and Ye said to watch that
They ask me what I'm doin', and I said I'm stealin' rock back
Nigga
Ooh, I want it, yeah
Whenever you need my hand
I'll hold you down, oh
Ooh, you want it, yeah
Why in the fuck these niggas
Tryin' to hold me down, oh
Yeah, uh
Why in the fuck these niggas
Try and hold me down, oh
Ooh, I want it, yeah
Whenever you need my hand
I'll hold you down, oh
Ooh, you want it, yeah
Why in the fuck these niggas
Tryin' to hold me down, oh
Yeah, uh
Why in the fuck these niggas
Try and hold me down, oh"
108,I. Crawl,https://genius.com/Childish-gambino-i-crawl-lyrics,Because the Internet,True,"Say it goddamn!
 Goddamn! goddamn!
Say it, Lord goddamn! Yeah
 Goddamn! 
Where, where, where, where
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Rec League, I ain't paying to ball
Y'all B-string like a broke guitar
And I still put it down like the family dog
Yeah, I murder some, murder one
Explain it all, Ferguson
We ain't gotta sing the same old love song
Cut a white girl with the same black gloves on
Yeah, what you saying to it?
Old money look, no money don't do it
Make 'em turn around in their lane like a U-ie
And I'm only looking back if I'm looking at her booty
 What's the rationale?
They wanna smoke niggas when they black & mild
So we acting out—okay, cool
Where, where, where, where
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Blue dream by the bouquet
'Til I'm blue-faced on a Tuesday-day-day-day-day
Can I have some? #NiggasBeLike
Put a +18 on an e-vite
And I said what I felt, no re-write
Nah, nah, they can't hold me
June, July—drop something
I double dare you, I'm Marc Summers
I scorch winters, I burn autumns
Gut niggas, so Kurt Vonne
Elle Varner, got a crush on her
I gotta wait in line for that
Ain't nobody got time for that
Ain't nobody gotta rhyme with that
Too true like it's 2 Chainz
Blue blood like he both gangs
Where, where, where
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, where, where
Fire! Fire! Goddamn
 Goddamn! goddamn!
Where, where, where, where
Fire! Goddamn!
 Goddamn! 
Where, where, where, where
Where we were, kinda thing
Betcha crawl, all alone
Where we were, kinda thing
Betcha crawl, all alone"
110,I. Flight of the Navigator,https://genius.com/Childish-gambino-i-flight-of-the-navigator-lyrics,Because the Internet,True,"""I had a dream
I had a dream I was flying over all of us
There were so many pretty people, so many pretty faces
I talked to some birds, I fell in love again
And none of this ever ended
Everything just kept going, and going, and going
And even when you laughed, you cried
And even when you were sad, you were really happy
Cause you were here, and I got to meet every star
Every planet, everything that made me
And we all kissed, and became the same
We became the same, we became the same.""
Who would have thought this? We almost lost it
When you lie inside darkness, it's hard to see
And we sleep in tradition, keep 'em off in the distance
To tell you that I haven't been
We are all cold water
Why try at all? Why bother?
Just hold me close, my darling
Just hold me close, my darling
Just hold me close, my darling
Just hold me close, my darling
Who would have dreamed this? You couldn't mean this
It would be some type of meanness to where you are
'Cause I don't know where to go
And no one else seems to know
We are all night's fallen
Why try at all? Dark calling
So we're left alone, no one left to call upon
Be still now, broken bones, as I travel on
Just hold me close, my darling
Just hold me close, my darling
Hold me close, my darling
Just hold me close, my darling
So we're left alone, no one left to call upon
Be still my broken bones, as I travel on
Just hold me close, my darling
Just hold me close, my darling
Just hold me close, my darling
Just hold me close, my darling
Cold wa-
Cold wa-"
111,II. Earth: The Oldest Computer (The Last Night),https://genius.com/Childish-gambino-ii-earth-the-oldest-computer-the-last-night-lyrics,Because the Internet,True,"See, now I don't wanna see an era, an era, an era
See, now I just wanna live forever and ever
Maybe it's the last night
Maybe it's the last night
When the world was discerned with this and that
I was young, didn't know to hold it back
Now we here and the world is something else
We could leave any day and call for help
We were gods, nobody was above me 
That ""A"" on my chest like adultery 
That ""A"" on my chest, put your fist up 
That ""A"" on my chest like a chipmunk
Alvin, Theodore
Breathe in, breathe out, mi amor
Breathe in, breathe out, nevermind
It was time, number nine, l-l-lies
Feline with a deathwish
E-right didn't help shit
No name on the guest list
Hold on, we were destined
See, now I don’t wanna see an era an era an era
See, now I just wanna live forever, and ever
Maybe it’s the last night 
Maybe it’s the last night 
Maybe it’s the last night 
Maybe it’s the last night 
Maybe it's the last night
All that I have
All I don't have's the future
Take on my soul
All night
Yeah, break free from all of the insides
The godless denied us
But we don't give a damn 'bout the next day
We were never here, never know if the world change
Common sense, the consequences
Retweet the truth, then regret the mentions
We are the wireless survivors of things gone
Slaves to the unnamed never live long
Live and die by the line ""Never know fear""
Even I won't survive, is it unfair?
Is it unfair? Cause I don't care
When I step on that ant on the grass
Progress only thing that'll last 
3005, the year that we fear only God will survive
To be alone is alive
See, now I don’t wanna see an era, an era, an era
See, now I just wanna live forever and ever
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
See, now I don’t wanna see an era, an era, an era
See, now I just wanna live forever and ever
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
She got that body, oh me, oh my
Send them pics to my phone, GPOY
She got that body, oh me, oh my
Send them pics to my phone, GPOY
GPOY, GPOY, GPOY
GPOY, GPOY, GPOY
Send them pics to my phone, GPOY
So fly, girl you know you're so fly
So fly, you're so fly, girl, I know
I miss you
Girl, you know that I miss you
So fly, girl you know you're so fly
So fly, so fly, girl, I know
I miss you 
Girl, you know that I miss you 
You're so fly, girl you know you're so fly
So fly, you're so fly, girl, I know 
I miss you 
Girl, you know that I miss you 
You're so fly, girl you know you're so fly
So fly, you're so fly, girl, I know
I miss you 
Girl, you know that I miss you "
112,III. Life: The Biggest Troll [Andrew Auernheimer],https://genius.com/Childish-gambino-iii-life-the-biggest-troll-andrew-auernheimer-lyrics,Because the Internet,True,"I'm fly
Man made the web, you don't need a name 
Man made of faults, I ain't too ashamed
Every thought I had, put it in a box 
Everybody see it just before the cops
Trolling, trolling, trolling these niggas
Rick Rolling these niggas, they mad cause they don't know any better
""Hold up, it's the kid—quick, tell him he can't sit with us!""
Fuck it, got money, bought friends like I'm TBS
VVS, I can see it all with the clarity
Real deep, hope they dig a nigga 'fore they bury me
Even though we were told to go where they wouldn't go
Hella slow, that's that dial up, watch it pile up, fly
Andrew Auernheimer
Pulling on her weave, it's that Andrew Auernheimer
Andrew Auernheimer
Pulling on her weave, it's that Andrew Auernheimer
Andrew Auernheimer
Pulling on her weave, it's that Andrew Auernheimer
Andrew Auernheimer
Pulling on her weave, it's that Andrew Auernheimer
We are the dreams of our parents lost in the future
Who hide the deepest desires and wear a mask like a lucha—
Door open, we were smoking in the hotel
The vapors went through the hallway, the manager pissed as hell
I mean, where's the line between Donny-G and Gambino?
He hang with girls like he Lena, but needed some time to re-up
Tequila in the cantina, 30 dollars I swallowed
The Sauza so malo 
Then she said, ""You need to grow up
You been doing this for too long
That Camp was a million years ago, sing me a different song.""
Whether you're trolling or controlling, just a reminder
You think you get it, you don't, it's that Andrew Auernheimer
I'm gone—Now I'm back
Give a fuck or give 'em hell, just not a chance to react
Tyler Durden, this burden hurting, they said there was curtains
Certain demise, look in his eyes, the pain inadvertent
I could've stayed where I was and had a life you'd be proud of
But I'd rather chase things never thought of
It was all love, saying, ""Go hard""
Making dope, it's a trap; Ackbar backfired
Panic dreams, so it seems we're meant to die
I had to figure it out; ""It's the best,"" no, that's a lie
Had to get some stuff off my chest, I vaporized
High on my own, it took time to realize
Because the internet, mistakes are forever
But if we fuck up on this journey, at least we're together
Man, I wish I could go back and tell that kid it's make-believe
Make him believe in himself, people who needed my help
Feelings I felt, killing myself, no one's ever been this lost
I just get the information, retweet it or say it sucks
I just got the motivation, your talent's just bunch of luck
Hard work and dedication, but lately it's run amok
Waking up in these places I don't remember
Texts from people I never met, doors left open
(Who is this? Don't do it, where are you?
Who is this? Who is this) I don't know who I am anymore
Still on the beat though
Still in the game, but he move with a cheat code
Slowest connection ever, my life inside a computer
Them bands that'll make her dance, my wallet's Lollapalooza
The violence, first-person shooter
First person to move, first person to speak
My mils aren't meek, they scream in the streets
Losing my frame of reference, these pieces of shit for breakfast
Funny, the day you born, that's really your death sentence
I met this girl at a dinner, we conversatin'
She beautiful in the face, but her voice is truly amazing
Plus she write her own shit, becoming so close knit
Smoke up and talk in the evening, she helping me focus
No Anna Nicole Smith, she getting hers
Niggas take her props, like a musical, live and learn
She say she feel alone all the time, I'm similar
I meet her in my dreams, on the moon, I visit her
Every night I text her: ""I wanna solve the world, I think I need your help""
She text me, ""How you gon' trust somebody when you don't trust yourself?""
I mean she right though, 45 like a light-bulb
And I could've died like my iPhone but I kept going like a psycho
And I took chance like a dice roll, dropping jewels like it's puberty
Wrote a note on the glass: ""You see what these labels do to me?""
Texts said, ""I'm wet""; I said, ""Hold up, wait a minute""
H2O plus my D, that's my hood, I'm living in it
Never forget this feeling, never gon' reach a million
Eventually all my followers realize they don't need a leader
Stay on your own shit, fuck what these clones think
Just remember that you the shit, but act like it don't stink
We were childish, but had to grow up
When you spitting real shit, eventually you throw up
Realities like allergies, I'm afraid to go nuts
""Life: The Biggest Troll"", but the joke is on us
Yeah, the joke's you showed up
You're here now
You have to help me
You have to help me
I need you—you have to help me
You have to help me
You have to help me
Please help me
Please help me
Please, please help me
Please—"
113,III. Telegraph Ave. (”Oakland” by Lloyd),https://genius.com/Childish-gambino-iii-telegraph-ave-oakland-by-lloyd-lyrics,Because the Internet,True,"""Power 106!
LA, it's ya girl, Yesi Ortiz
Got some brand-new music
I need y'all to turn it up and let me know what you think
It's Lloyd, called ""Oakland"", on Power 106.""
I was making Japanese
And she's watching DVDs
In Oakland, in Oakland
Now I'm driving up the 5
And she waits til' I arrive
In Oakland, in Oakland
Everything, that I wanted
Only gotta drive for the moment
If you tell me ""turn around,"" then I'm on it
For the moment, but you know me
You know how I get when I'm lonely
And I think about you and the moments
But everything you do is so Oakland, so Oakland
Foot on the gas
I'm just trying to pass
All the red lights
And the stop signs
I'm ready to go
Before I get to The Bay
Babe, that's a problem
Because I'm way too scared to call
And you might get me to stay, and oh
I don't really mind the drive
But I think I'd rather die
In Oakland, in Oakland
With my hands on two and ten
So I guess it all depends
On Oakland, on Oakland
And I'm nervous, truth be told
I never saw me growing old
In Oakland, in Oakland
And if I married you tonight
It would probably start a riot
In Oakland, in Oakland
Everything, that I needed
Now that I got you in your feelings
Everything you won't say, you tweet it
And a nigga don’t like that shit at all
So treated
Can we just roll with the feeling?
Can we just roll for a minute?
Wait a minute
Foot on the gas
I'm just trying to pass
All the red lights
And the stop signs
I'm ready to go
But I'm really not ready, girl
That's a problem
'Cause I'm way too scared to fall
And I know you choose to stay, and oh
All the girlfriends saying ""here we go again""
Rich kid but he act like a gentleman
Last one didn't end like it should've been
Two dates and he still wanna get it in
And they're saying it's because of the Internet
Try her once and it's on to the next chick
X-O the O face on your exes...right?
And we can do the same thing if you wanna have at it
When your thoughts can't breathe and you thinking asthmatic
And you wanna be a mom and I wasn't mad at it
I was thinking 'bout me, I'd be really bad at it
'Cause I'm thinking 'bout me, weeks in Dubai
Fourth of July, house in Kauai, yeah we can try
So let's try
Whoa
I took off my nine to five
But you still don't have the time to kiss me, just hit me
And if I left you all alone, would you still pick up the phone?
It's iffy, you miss me
I got furniture to move
And we'll both be thirty soon
In Oakland, in Oakland
The only one I know is you, so the fuck I'm supposed to do?
In Oakland, in Oakland
In Oakland, in Oakland
In Oakland, in Oakland
In Oakland, in Oakland
In Oakland, in Oakland
In Oakland, in Oakland"
114,III. Urn,https://genius.com/Childish-gambino-iii-urn-lyrics,Because the Internet,True,"I watch 'em all pass by the moon and stars
Let me hold him in my arms, forevermore
These cold nights, the park is ours
Standing, by the side
Let you go, on, to the sea, just for me
Don't ever leave me, my love
Keep holding on, let the modest go
As my mind goes to and fro, waking up for one more show
We see him in the night, tell him I'm not afraid of him
I'm not afraid of 'em, 'cause I won't know"
115,II. No Exit,https://genius.com/Childish-gambino-ii-no-exit-lyrics,Because the Internet,True,"Don't go, gotta know, please don't run away
I'm a murderer, what can I say?
Don't go, gotta know, please don't run away
I'm a murderer, what does that change?
Can't sleep
3 a.m., stare at the ceiling, murder the feeling
Spider crawl in the corner, brown recluse
So appropriate cornucopia, so be it, say I'm over it
Playing Lil Durk, ""Dis Ain't What U Want""
Look at my feet, I put my sneakers in the trunk
Pass a Fatburger through Atwater village
Laugh for a minute, couldn't cry for the life of me
Park by the bridge, sit on the hood
Look at the cars, stare at my hands, look at the moon
I can't find it, it's gone, what's wrong?
""Didn't respond when I texted you last night""
""You alright?""—yeah...
Don't go, gotta know, please don't run away
I'm a murderer, what can I say?
Don't go, gotta know, please don't run away
I'm a murderer, what does that change?
Man is a star bound to a body inside of me
20 million degrees, burn a man to his knees
Late at night in a hurry bought a McFlurry
And half of an apple pie, when I'm laughing, I'm satisfied
When I'm dying, I'm still alive, strange position
I'm in a good mood, so good, I'ma kill that spider
In spite of the kinda things that they told me
Alone don't mean that you lonely
Alone means you finally get it, admit it
Go home, lock up the door, fold up the clothes
Watch some cartoons, turn off the lights
Look at the recluse, look at the recluse
Look at the recluse, look at the rec—
Don't go, gotta know, please don't run away
I'm a murderer, what can I say?
Don't go, gotta know, please don't run away
I'm a murderer, what does that change?
Don't go, don't go
Don't go, don't go-ooo"
116,II. Shadows,https://genius.com/Childish-gambino-ii-shadows-lyrics,Because the Internet,True,"Uh-oh
Ohh, no, no, no, no 
No, no, no, no
Love me better, kiss me back, listen more, oh
Love me better, kiss me back, listen more
Love me better, kiss me back, listen more
Yeah, no, no, no
Face down in the brown grass
Shame shame on my brown ass
Birds in the trees as we run through
And if I'm dead to the world, what you gon' do?
What you gon' do? Like, ""I can't remember""
Shots fired, rewind, please, girl, be mine
Email denied, talk to me baby
Before I go crazy, might do it maybe
We were so Jay Z, Beyonce, my aunt say ""keep the sex game picante""
The Aunt May and Mary Jane that I was hitting on
To make me try and forget that there was something wrong
Love is Russian roulette, I had the safety on
We popped pills at the Coachella
Hold my head in the weeds, man I can't tell her
The fear that I feel man it might kill her
Man, it might kill her, it's the prep school mic killa'
With the drums and the groove so it feel Dilla
I don't care what he say
I'ma get my platinum back like I'm a half ton gorilla
You can hang with homie on the low
But your boy so weak like a week ago
But we ain't speaking though
We ain't speaking, we ain't speaking though
Tuesday afternoon, I ain't got shit to do
But fall in love with you 
Tuesday afternoon, I ain't got shit to do
But fall in love with you 
Love me better, kiss me back, Listen more oh 
Love me better, kiss me back, listen -
The attitude
The attitude
And I hope you understand
And I hope you understand
We were never friends
And I hope you understand now
But I miss them
And I hope you understand
And I hope you understand
Oh no no no
And I hope you understand
And I hope you understand
And I hope you understand
 I hope you understand
'Cause everywhere I go
Everything I see
I just hope you understand"
117,II. Worldstar,https://genius.com/Childish-gambino-ii-worldstar-lyrics,Because the Internet,True,"Oooohh 
Fuck outta here dog wassup, wassup
Don't, don't try to jump me
Don't try to jump me, fool
You got it, I ain't even wanna fight homies
You got it, cuz 
You got his-
Worldstar before rap, you already know that
So Fresh Prince, they about to bring the show back
Listening to Kilo, weekend cost a kilo
Hair so long, I'm about to bring the fro back
Phone call gotta say ""Moshi moshi"" 
Girlfriend actin' all wishy-washy 
It's your birthday, make it earthquake
Fell in love with a nigga like a mermaid
 That's a first date, uhh
Nobody think about it, worst case, uhh
Best case, we the front page, uhh
10K on the first day, uhh
Yeah, mothafucka, take your phone out
To record this, ain't nobody can ignore this
I'm more or less a moral-less individual
Making movies with criminals, tryin' to get them residuals
When it all go crazy
When I hear that action, I'ma be Scorsese
My nigga hold it horizontal man, be a professional
Damn my nigga, be a professional, what you doing man?
Get up, get up
Get the man right here 
Worldstar!
Worldstar! Worldstar! 
Worldstar! Worldstar! 
My girl ain't bad, she more like evil
When I'm lookin' in the mirror, how fly's this negro?
She on Hollywood and Vine, thinkin' that she Hollywood on Vine
Makin' movies with her friends all the time
Showin' off her ass, that's a net twerk 
But I saw through it like a wet shirt 
Drive slow 'cause you might swerve off it
Still eat and the hate so salty
Put shrooms in my roommate's coffee
And got more likes than a white girl talking
More hits than a fight comp
Where they fight cops 'til they stop, when I heard shots
Watching dude drop from a Glock at a—
Ohhh, Worldstar!
Let me flash on 'em, we all big brother now
Lil' sis, let her run around
Money talking, you know the sound 
Money counter AK 
Cell phone 
Yo, bro man, check out that video I just sent you, man
This shit is hilarious, man, it's like this kid, man, he got like sh-
He got like hit on the side of the head, man, he's like freakin' out
Like, heh, it's like he think he completely lost blood and shit
Hahahah, it's hilarious, man...
We don't wanna be on 
And all I wanna be is a 
We don't wanna be on 
And all I wanna be is a 
We don't wanna be on 
And all I wanna be is a-"
118,II. Zealots of Stockholm [Free Information],https://genius.com/Childish-gambino-ii-zealots-of-stockholm-free-information-lyrics,Because the Internet,True,"When we were coming down, they said it was too soon
I never had to lie, no, no, no, no
When we were coming down, they left us all alone
We're headed nowhere, nowhere
I know you've been around, I feel you in and out
How are you? Do you sleep? Are you with me?
We used to be unspoken
Now everything is broken, I'm a good son
You're a good son
You're a good son, oh
You're a good son
Oh, you're a good son
Free information, free information
Free information, free informa— ma—
Arlanda, hotel to the bar
Young girl with an accent with her back bent
Ass out to the whole world
We can vibe out for tonight
Stepping outside for a light
No coke and I just smoke vapor, no papers
Slow poke and I don't know 'bout photos
Let's go though
How old are you?
Saying that you never date older dudes
That's why I never wanna say no to you
The coldest dude to hold a groove with no kids
The coldest dude who can't hold his Goose 
""I'ma walk out; wanna walk too?""
What about dude?
""Fuck him, I just really wanna feel something""
It took me like, five minutes to figure out
What the voices those were, on the phone
But I figured it out...
Is it real 'cause you're online?
Is it real 'cause you're online?
Is it real 'cause you're online?
Is it real line?
I'm a freaky bitch
I am five foot eight, 390
And I am a freaky bitch
Heathen, it's a struggle just to keep breathing
Existential asthmatic, puff puff pass addict
Craftmatic, making moves but they sleeping on me
We can kick it like it's FIFA, homie, nevertheless
I got that fresh like it was Crest, grind 'cause I'm stressed
TMJ or TMI, it's a lie that you're living
I never understood the hate on a nigga preference
When every marriage is a same sex marriage
Same sex everyday, monotonous, Lost God, never pray
Forgotten us, lost love, never say just like our parents
Too much power ain't enough power
Brain splattered like I've fallen off a watch tower
And anybody can walk into any Denny's
And wait 'til I'm walking in it with a gun that they 3D printed and finish it
Kinison said if you gon' miss Heaven
Why do it by two inches? Old money and new bitches
Old money and new bitches
Getting next level in a hotel
Ain’t shit that we don’t need, nigga, oh well"
128,I. Pink Toes,https://genius.com/Childish-gambino-i-pink-toes-lyrics,Because the Internet,True,"Rainbows, sunshine, everywhere we go
Rainbows, sunshine, go
Rainbows, sunshine
Rainbows, sunshine
Rainbows, sunshine, yeah
Rainbows, sunshine
I thought I told you 'bout it 
You don't leave home without it 
She on my back about it 
And all the time 
Oh oh, yeah 
How could you ever question? They know better to mention
The Budget truck ain't just enough to make her pay attention
The who, what, why and where, they sport the flyest pairs
She got the nicest hair and she know life is better with this nigga
It's crazy how the world look different
It's crazy how the girls look different
The colors and the sounds so vivid
You never catch your boy po-pimpin'
Me sittin' on the sidewalk, now that don't sound right
But as long as I look fly by prom night—go
Rainbows sunshine
Rainbows sunshine
Rainbows, sunshine, yeah
Rainbows, sunshine
Jhene Aiko's angelic harmonizing
He slangs, his yay, through the corridors
Every day, 20K, yep, at the very least for sure
And they say there's no way
I should stay with someone like you, but I tell them no
There's no way I could stray
Gotta stay with someone like you
'Cause I know one day
You could take me away, far away
I know you could pay
All the money you made, there'll be plenty of sunshine
I never worry 'bout it 
I have my nigga count it 
No, no 
She's dressed up in gold 
I'm out of time 
Oh, no, no, no 
I'm out of time, oh no no
Out of time, oooh
I'm out of time, out of time
La-la-la, la-la-la "
130,I. The Party,https://genius.com/Childish-gambino-i-the-party-lyrics,Because the Internet,True,"Oh, we gon' have a party
All my friends will be there
We drink all the vodka
There's music everywhere
Now wait a minute 
Do you like to party?
Cause if you don't 
Don't come over here
We got smoking 
Drinking fucking
I wanna show you what it is, ohh
Thought I was done but that wasn't the case
Got a new stack that I threw in your face
Got a new girl and she look Mila Kunis
Infinity pool, and a statue that's Buddhist
Got bottles and bottles and bottles of Grino
Saw I was rich, now they fucking with 'Bino
Brown leather bag, the vacation Messina
The boat in the harbor, I rule the marina
10K for the drinks, now they say I'm insane
It's been that for a minute, now Hedi Slimane
I been black, lucrative, since Danity Kane
Who came back for a minute, now everything changed
High as a kite, lime in the light
Y'all niggas might whine every night
I ain't invite all these people to my mothafuckin' house
""Get the fuck out of my house!""
Yo, chill—
Hey, chill, man!"
