,Title,URL,Album,InAnAlbum,Lyrics
25,Ave Maria,https://genius.com/Mac-miller-ave-maria-lyrics,Faces,True,"Yea, and I can't feel my legs, I'm a paraplegic

Lord, I want a fair one with my demons

Karen Meyers became married to Jesus

Born dead, they had to dig up my fetus

And now the devil want to tear me to pieces

I'm a diagnosed insomniac

An astronaut who blasted off into the stars galactic

On top of Saturn, fox-trotting with Velociraptors

The dino-aliens invaded Earth, so they could feed on hypochondriacs

Preparing for the rapture, closet hillbilly threw the spinners on the tractor

I listen to Uncle Kracker

But, that's white America for you, we all that matters

I'm walking backwards, shadowboxing with karate masters

It's more to rap, we sell the royal crack at Castle Rock

A bad apple like an unemployed Macintosh

We lost Jobs

Now they brainwashed with dot com

It's only so long before we surrender the free world to Hong Kong

And sinners stay still, but the merry go round, and round

It all just keeps spinning

Gotta keep swimming

Eat drink and let the merry go round

Eat drink and let the merry go round

I got a double sided silver dollar

Larry Fish here from midget league, beginner slaughter

I'm not drowning, I'm waiting in the water

Killing off these monsters ever since I was a Sabra

I got horses on my PJ's

Shout to spitta jet life, I fit the Porsches on the PJ's

On stage, sending dark forces to my DJ

The birdies on tour like PGA

Davis love the third, Pittsburgh warrior

Bullets in my cornea

In exelsis Deo, ayo, this is Gloria

Ave, Ave Maria, I'm getting bread, yeast rise on Easter

Money is God

Black beaches with jungle fever I love to be on

You on the B-Team I fuck with Solange

All my life they said I doesn't belong

So I'm chilling, growing drugs on my lawn

And centers stay still, but the merry go round, and round

It all just keeps spinning

Gotta keep swimming

Eat drink and let the merry go round

Eat drink and let the merry go round

Yeah, what what

Have you found a way out?

Have you found a way out?

Vacation in Slovakia, celebrating Mardi Gras

Eating baklava and lobster claw at the Ramada

With Mafia immigrants

Finna take 'em on a pilgrimage

Have you found a way out?"
26,Avian,https://genius.com/Mac-miller-avian-lyrics,Watching Movies With the Sound Off,True,"Yo, yo, yo

Look, concoction of hamentashens, launching a bottle rocket 

Done being nice, I'm here for your life and all the profits 

I'm not your conscience, you nuts? Almonds and Häagen-Dazs

Auction off your grandfather's watch from the Holocaust

I'm iconic, naked walking in the garden and bird watching

Alarming all of these cardinals like I need a pope 

Puffing that white smoke , get faded and play the maestro

I'm ice cold, bunny slippers, nice robe 

Sneaky bitch stole my Rollie last night, yo

I might know some dyke hoes who can fight though 

Walking on a tight rope, underneath a microscope

But close up, we all just molecules and isotopes 

What psychic don't know the future?

To live life, you kids might just close your computer 

The street lights might blind you though 

Make a collage and look at it through a kaleidoscope

There's a bird, in the sky

Look at him fly, why?

Why, why, why, why, why, why, why, why

Why, why, why, why, why, why, why, why

Let the money pile, I'll be running wild

Life's a mothafuckin' joke so we fuck around

Feel like I do this in my sleep

Literally, I do this in my sleep

It's an impression of Bueller

Yeah, yeah, a little TV money , dollars for sense of humor 

Scholar but my attendance like Bueller, so no use for a tutor

Some cold brews in the cooler 

Coming through in the wood grain PT Cruiser, stunting

I'm pissed off like a blind person looking for a restroom 

Probably be dead soon inhaling cigarette fumes 

Sorry for that blind people comment, that was just rude 

And I was raised better, say God bless you 

I'm Kenny Powers, you're more of a Debbie Downer

My bitch taking off her trousers every time I get around her

I'm nasty, I never shower, go sleep on a bed of flowers

Not into this conversation, I've been in my head for hours

I'm out

There's a bird, in the sky

Look at him fly, why?

Why, why, why, why, why, why, why, why

Why, why, why, why, why, why, why, why

Let the money pile, I'll be running wild

Life's a mothafuckin' joke so we fuck around

Feel like I do this in my sleep

Literally, I do this in my sleep"
30,BDE Bonus,https://genius.com/Mac-miller-bde-bonus-lyrics,Best Day Ever,True,"I never take a day off, work around the clock

My engineer gettin' paid off

Rock like ASAP, light the weed and take off

So high I cannot see, Adolf

Now I got these rappers all breakin up a sweat

Cause everytime I get up on the mic I come correct

And I learned it from the best, always dressed in something fresh

Lookin' for a little dime, big butt and nice chest

Yes, they heard I used to rock guess

But now I'm rocking clothes that ain't in the stores yet

Travel back in time, I'm in a vortex

Trying to make it work out think I need more reps

Used to take the bus now the boy board jets

Cause kids got me buzzing like a fucking hornet

They say I got next, tell em that I got now

It's all Disney, boy my family proud

Make 'em say ow, make 'em say oh

The hoes that tell me yes, the same ones that tell ya no

Whoa, I ain't just an average joe

Way above the average flow, boy my life is most dope

No matter where life takes me, find me with a smile

Pursuit to be happy only laughing like a child

I never thought life would be this sweet

It got me cheesing from cheek to cheek

And I ain't get away for nothing cause that just ain't my style

Life couldn't get better, this gon' be the best day ever

If it ain't about the dream, than it ain't about me

Go a couple full weeks without a good night's sleep

Imagination, making, musical creation

The journey that I'm facing plus the paper that I'm chasing

Got me crazy after sane with the lames I see you hating

But there's nothing that can change it, thumbs up I'm maintaining

No complaining when it's raining, I'll be in another zone

Move out my mothers home to a world I call my own

I ain't gonna play around no more

Find the difference from the ground and the floor

If we gotta fight, I'll be down for the war

Thumbs up, homie I'll be sure

No matter where life takes me, find me with a smile

Pursuit to be happy only laughing like a child

I never thought life would be this sweet

It got me cheesing from cheek to cheek

And I ain't get away for nothing cause that just ain't my style

Life couldn't get better, this gon' be the best day ever"
31,Best Day Ever,https://genius.com/Mac-miller-best-day-ever-lyrics,Best Day Ever,True,"I never take a day off

Work around the clock, my engineer gettin' paid off

Rock like Aesop, light the weed and take off

So high I cannot see, Adolf

Now I got these rappers all breakin' up a sweat

Cause every time I get up on the mic, it come correct

And I learned it from the best, always dressed in somethin' fresh

Lookin' for a little dime, big butt and nice chest

Yes, they heard I used to rock Guess

But now I'm rockin' clothes that ain't in the stores yet

Travel back in time, I'm in a vortex

Tryna to make it work out, think I need more reps

Used to take a bus, now the boy board jets

'Cause K.I.D.S. got me buzzin' like a fuckin' hornet

They say I got next, tell them that I got now

It's all Disney boy, my family Proud

Make 'em say, ""Ow,"" make 'em say, ""Oh""

The hoes that tell me ""yes"", the same ones that tell you ""No""

Woah, I ain't just an Average Joe, way above the average flow

Boy, my life is Most Dope

No matter where life takes me, find me with a smile

Pursuit to be happy, only laughing like a child

I never thought life would be this sweet

It got me cheesin' from cheek to cheek

And I ain't going to wait for nothing

Cause that just ain't my style

Life couldn't get better

This gon' be the best day ever

If it ain't about a dream, then it ain't about me

Go a couple full weeks without a good night's sleep

Imagination, makin', musical creation

The journey that I'm facin' plus the paper that I'm chasin'

Got me crazy, half insane and with the lames I see you hatin'

But there's nothing' that you're changin', thumbs up, I'm maintainin'

No complainin' when it's rainin'

I'll be in another zone, move out my mother's home to a world I call my own

I ain't gonna play around no more

Found a difference from the ground and the floor

If we got a fight, I'll be down for the war

Thumbs up, homie I'll be sure

No matter where life takes me, find me with a smile

Pursuit to be happy, only laughing like a child

I never thought life would be this sweet

It got me cheesin' from cheek to cheek

And I ain't going to wait for nothing

Cause that just ain't my style

Life couldn't get better

This 'gon be the best day ever"
34,Bird Call,https://genius.com/Mac-miller-bird-call-lyrics,Watching Movies With the Sound Off,True,"Quack, quack

I'm chilling for an hour, smoking weed, watching Worldstar

Benz in the garage, probably got to drive your girl car 

You ain't a rapper if my homies never heard y'all

I just spit a punchline, smile then they bird call 

Hit your sister in the face with a Nerf Ball 

I'm dealing with some shit that really don't concern y'all

Punch a fan if you get a fucking word wrong

I'm wavy, giving you some shit that you can surf on 

Finding me a bitch I can swerve on 

Frank Thomas homie, 'bout to put the hurt on 

Your bitch a night light in bed, she turned on

Roll some weed, tell her burn one

Burn one, burn one, burn one, burn one

Burn one, burn one, burn one, burn one

Yea, I used to give a fuck about success

Now I just want to see Mila Kunis undress

Hope she down for buttsex, it would be a cum fest

Sorry, that's some shit I had to confess

Crazy-ass bitch doing 911 threats

Came in the game smoking Newport Hundreds

Now I'm at the top and the crown fit, gold on my outfit

Surrounded by this pussy, I'mma drown in it

Got that wet pack, bitch come and give me that 

You know we want to know where them titties at 

Got 'em gassed, they be asking what I'm cooking with

Have your little brother ask your moms what a pussy is?

Corruption, stunting at the function

Your girl pussy smell like Sour Cream & Onion 

Pay attention, you'll learn something

Roll that weed up, burn one

Burn one, burn one, burn one, burn one

Burn one, burn one, burn one, burn one"
38,Blue Slide Park,https://genius.com/Mac-miller-blue-slide-park-lyrics,Blue Slide Park,True,"Hey, I got these Ray-Ban shades

Kinda look like somethin' Lennon would rock

It seems like now I got a couple bags whenever I shop

Louis shoes, Polo socks, some name brand dumb shit

Logo never make a man, but I'm still blowin' thousands on it

No clue what I'm callin' my album

Fans be at my van screamin', callin' me Malcolm

Never knew the outcome be this much cash now

Bank account lookin' like a George Jung stash house

Young and actin' out, the topics that I rap about

Be varying from politics to bitches pullin' asses out

That's exactly how I do this as a rapper

I'm nuttin' in her mouth you tongue kissin' her after

Daughters' moms kinda want me neutered

But they also want the kid to cum right on their cooter

Have the music soundin' better than guitar tuners

Plus I'm doing shows daily call me John Stewart

So who you know that's iller than Mac Miller and company

It's like I planted money seeds right underneath the fuckin' tree

Now I got a hundred g's so none of y'all can fuck with me

Yeah I said it publically so run and tell your mother, motherfucker

I said run and tell your mother, motherfucker

Hold up Jerm let me spit the second

Hey yo I breeze past haters in the E-class quickly

In deep, did a hundred songs and that’s this week

Shit keeps goin' on and on

We just tryna go bananas like it's Donkey Kong

Yeah, on my grind, always need to work

So I be eatin' good, you be eatin' dirt

If you talkin' shit, you gonna see me smirk

While the DJ be scratchin' til the needles burst

A couple screws probably loose in my head

Holla at my girl, tell her bring that doobie to bed

I'm a regular guy with an irregular life

Except I'm a Lamborghini if it's racin' a bike

Who knew that I can turn turn sound into somethin' so cool

Fresh kids, see me I'm bustin' the moves

Coming in soon to a theater near you

Creep in your kitchen start eating your food

Girls tryna fuck I don't be in the mood

No time for pussy when money in the room

Ohh, I switch flows switch rhythm

Sick spittin', unlimited ammunition

This is Blue Slide Park"
42,Boom Bap Rap,https://genius.com/Mac-miller-boom-bap-rap-lyrics,"I Love Life, Thank You",True,"Hey Big Jerm, cool beat that we made here man

I play the keys you play the drums, ee do a little bass on this one

Ahhhh hey

Alright Alright Alright Alright

'92 til infinity and beyond

You're witnessing the gambles of infinity

Music in my soul on they go ain't getting rid of me

Peace and divinity in each and every inch of me

We living through this melody, you singing in a different key

See I'm nice with these rhymes, I might be blind

Just see inside of minds, I gets unkind

I'm like a physic; I don't give a fuck if you like this

We here to party, had a little music to turn up loud

'92 til infinity just some shit that you ain't heard in awhile

I don't give a fuck if there ain't a party

We got a little music to turn up loud

We different, got our life that we living standing out in the crowd

That boom bap rap, they ask me how I do it

I'm just cool like that

Alright alright alright alright

That boom bap rap

When they ask you what your doing tell em that you're cooling

Keepin it moving, ain't nothing new I'm a do what I do

Pullin' up in something that you haven't seen

Clean and accompained by one of the baddest queens

Peel the top back feeling superb as I pass the green

We just coolin' vibing without the magazine

Breezing through 376 thinking about my past ventures

Came from running, duckin' and jumping over fences

Used to play reckless trying to get the check

Stopped now it's visions with my camp from the triple deck yaught

I can't stop, won't stop I keep running

Unleash the beast, freak beats and keep coming

Nasty but we spit it so sincerly

Drip phlegm from the pen so they can feel me

Boom bap ones with the hip-hop

They say we different wonder how we do it but it's sealed in a ziplock

Killin' beats from '87 till the end of me

And Mac been involved since '92 until infinity

That boom bap rap, they ask me how I do it

I'm just cool like that

Alright alright alright alright

That boom bap rap

When they ask you what your doing tell em that you're cooling

Keepin it moving, ain't nothing new I'm a do what I do

This that boom bap shit, return of mister boom bapstic

Most dope making new classics

Screem beef dog, look lose that shit

You ain't built for contact better do glasses

Haters get mad my view zoom past em

You lose that bitch, you think local I do atlas

Vinny Radio do that shit

It's like bird flu how I move that sick – ness

Got my money looking healthy work to stretch it everyday we call it physical fit-ness

Made my name in the game from playing no games but giving these beats the bussi-ness

It's a guaranteed conviction everytime I kill a track I'm letting you all with-ness

We deserve a reward for bring back that boom bap rap that you Miss-in"
44,Brand Name,https://genius.com/Mac-miller-brand-name-lyrics,GO:OD AM,True,"*Alarm clock sounds*

Woo, yeah, woo, yeah

Okay, okay, yeah, uh

We in between heaven and hell

Fuck a 9 to 5, I'd rather end up dead or in jail

American ninja to these obstacles

No stopping me, we on the move

Your mouth running like a prostitute's

Keep your head to yourself

I work harder than anybody you know

I'm done with tricks, don't need no money to blow

Deadly aim, self contained

Superstar, they yell the name

Blood diamonds, finna go to hell for my chain

The P fitted on my head though

I'm too high, you can't reach me with the cell phone

No goodbyes, no hellos

You don't want this life I live

You'd rather had the wife and kid

Shooting dice with Jesus Christ, put 20 on the midnight

To everyone who sell me drugs

Don't mix it with that bullshit

I'm hoping not to join the twenty seven club

Just want the coke dealer house with the velvet rug

Fuck the world, there's no one else but us

Everything we think we love

It ain't nothing but a brand name

To everyone but us

It ain't nothing but a brand name, nothing but a brand name

Ask her what she wearing, say it's nothing but a brand name

Baby, this right here is hand made

I got brothers, I don't need no friends

My shoes off I'm comfortable, I'm chilling, smoking weed again

I'm from the 'Burgh, not the burbs

Investigating my nation, homie, we ain't concerned

Went from the 412 out to the 310

Went from the pavement in my basement to them yellow brick roads

See, I was on my Ps & Qs like L-M-N-O

But kicking bitches out my crib, somebody tell 'em go home, I don't know

I was in the crib with my different shit

Simple living, I'm a hypocrite

Cause I'm filthy rich, I got businesses

Been had wifey's, have mistresses

Been tryna tell you what my vision is, but y'all still ain't listening

The war ain't winning, it just beginning

And I've been 'bout Sparta like Michigan

I got stats, they got opinions, I got facts

LeBron left home, but he came back

This what raised me, made me rap

PA's baby, I ain't been to PA lately

See, I left and they call me shady

I'm a white rapper, they always call me shady

Got no idea what I'm contemplating, I guess

Everything we think we love

It ain't nothing but a brand name

To everyone but us

It ain't nothing but a brand name, nothing but a brand name

Ask her what she wearing, say it's nothing but a brand name

Baby, this right here is hand made

La, la, la, la

La, la, la, la

Yeah

La, la, la, la

Everyday we love, love

Good morning

La, la, la, la

Good morning

And everyone want-

Good morning

La, la, la, la

Good morning

Yeah"
45,Break the Law,https://genius.com/Mac-miller-break-the-law-lyrics,GO:OD AM,True,"Get high, breaking laws

Get high, breaking laws

Yeah, okay, I wake up with the taste of pussy still in my mouth

Bitch in my bed, homegirl still asleep on the couch

My head is banging like Metallica, swallow a bottle of Advil up

Then head back to the bedroom where she suck me dry like

Dracula

It's the young miraculous, mister love-to-grab-his-nuts

Never let a bitch inside, fuck her in the Acura

Aurora borealis with the shine, my aura gorgeous

Dinner with forty courses, bunch of horny whores and fornicate

To formulate a fortune, more in the race of horses I am

My homies got my back, they all Verizon, man

I bring this to you like lalalalala-live man

You gon' need at least five hands to hold my finance

I am fe, fi, fo, fum, the giant

The best thing out of Pittsburgh since Clemente with the Pirates

I tell them ""shhh"" this middle finger sign for silence

Ain't a fuckin' way I'm keeping quiet

Yeah, I been riding through the city

Blowing smoke out the window

Cops out on patrol, they looking out for all the criminals

I been a lot of things, I ain't ever been a bitch though

Rules to this game, you know how this shit go

Get money, fuck the system, break the law

Get money, fuck the system, break the law

Get money, fuck the system, break the law

Oh no 

La, la, la

So many people told me that I wouldn't be shit

But now I walk around with money and my hand on my dick

I think I'm special

I'm drinking whiskey out the bottle 'til I black out

One million, two million, shit I'm losing track now

Coming to you live inside the crack house

Started with a dub and then I made it to a half ounce

Then I turned it to a pound, turned that to a house

Turned that to a career, how the fuck did I get here?

Spending all your time just getting high will drive you crazy

I killed the game like Jeffrey Dahmer did the 80's

Speeding down the freeway getting head in my Mercedes

Giving me all of this money was crazy, shoulda known better

No pressure, dope seller, smarter than your professor

Hoes, I don't stress her, put a bitch down like Old Yeller

The flow's stellar, stella ella ola, have you ever been?

Shit I probably could've been the president

Yeah, riding through the city blowing smoke out the window

Cops out on patrol looking out for all the criminals

I been a lot of things, I ain't ever been a bitch though

Rules to this game, you know how this shit go

Get money, fuck the system, break the law

Get money, fuck the system, break the law

Get money, fuck the system, break the law

Oh no, 

La, la, la

Get money, fuck the system, break the law

Get money, fuck the system, break the law

Get money, fuck the system, break the law

Break the law, br-br-br-break the law

Break the law

Break the law

Break the law

La la la la la la la la la"
48,Castle Made Of Sand,https://genius.com/Mac-miller-castle-made-of-sand-lyrics,The High Life,True,"Yeah

Let me crack open my high life real quick 

Product placement

Lets take it to the top now

To the top now baby

I'ma take my time

Through rain, sleet, snow

I'ma keep gettin' dough

You can find me on my grind

So put your muthafuckin' hands in the sky

And if you sittin' down, please stand

Cuz I'm on the rise and I reside

In this castle made of sand

Let me get a hand clap

I'ma make an entrance

Givin' y'all the lecture

Then I'm taking questions

My soul a sword, write a sentence, make a weapon

Swimmin' in the deep end

You bitches takin' lessons

Then I hear u hatin' on the boy

Well I ain't offended

Cuz I'm the captain of the team and y'all play the benches

Still breaking it down, to rollin' it up

Put an eighthy in the blunt

And I'm smokin' a dutch

But talk hoes, know I stay with a few

But they replace like the lace in my shoe

So tell me what a player to do

When being real don't appeal to the player in you

I've seen some whack cats fast track to the fame

To me it sounds like some clowns rappin' the same

And we, we all living for the same thing

Just to make it to the top

And remain king

Lets take it to the top now

To the top now baby

I'ma take my time

Through rain. sleet. snow

I'ma keep gettin' dough

You can find me on my grind

So put your muthafuckin' hands in the sky

And if you sittin' down, please stand

Cuz I'm on the rise and I reside

In this castle made of sand

You can't name a single youngin'

With a flow like mine

Got bars like soap

And I glow like shine

If you think I'm whack, you might change your mind

Cuz I got them punchlines that stain like whine

Let me take my time

Collect my thoughts

Keep it fresh like shoes when they kept in the box

Connect all the dots

I'm fresh, so clean

Stay pinchin' my self

Cuz I'm living in a dream

Believe, I ain't ever gonna stop

Find a new spot then I set up my shop

When I drop, your wifey gonna cop dat

Haters gettin' shaken out they jockstraps

Some say I'm bringin hip-hop back

While others say that I'm all up on that pop-rap

Team captain control the game

Goin' hard till every single person knows my name

Lets take it to the top now

To the top now, baby

I'ma take my time

Through rain, sleet, snow

I'ma keep gettin' dough

You can find me on my grind

So put your muthafuckin' hands in the sky

And if you sittin' down, please stand

Cuz I'm on the rise and I reside

In this castle made of sand

To the top now, to the top now babby

Yeah

Mac Miller

Pittsburgh Pennsylvania

Big Jerm over on the switches

TreeJ over there just smokin' on the weed"
50,Cinderella,https://genius.com/Mac-miller-cinderella-lyrics,The Divine Feminine,True,"Uh, $ign

Oh no, no, no, no

No, no, no, no, no 

Aye—

I been waitin' all night for this moment

I been waitin' all year for this moment

I been picturing you takin' off your clothes for me

I been literally curvin' all these hoes for you

Daddy told you, better bring your ass home

Cinderella better get your ass home

Man I swear the parents just don't understand

You ain't gotta be old to be a man

Take my hand, come with me to my room

Girl I got a suite at the SLS

I already know you got expensive taste

Take my hand, follow me to my room

Tell your little friends you gon' be alright

Girl I got a plan for the whole night

Okay your legs like a store they open up

And you got people in line

Been here every night for weeks at a time

You in my dreams, that's why I sleep all the time

Just to hear you say I love you, just to touch you

Just to leave you behind

I told you, you don't have to worry, you'll be fine

The type of thing I heard it happen all the time

Yeah, I just wanna see you fly

Because your fragrance got me faded, you be keepin' me high

Said nothin' better than the first time

I'll be at your service like the check-in at the curbside

You don't have to spend another second on this Earth dry

Wet you like a rebel, go a second and a third time

Left you a perverse mind

And when you hungry, I can chef you up a stir fry

Get you some dessert wine, elevate yah third eye

First prize, Nobel, get a piece

Your clothes off, turn around, let me see

I been waitin' all night for this moment

I been waitin' all year for this moment

I been picturing you takin' off your clothes for me

I been literally curvin' all these hoes for you

Daddy told you, better bring your ass home

Cinderella better get your ass home

Man I swear the parents just don't understand

You ain't gotta be old to be a man

Take my hand, come with me to my room

Girl I got a suite at the SLS

I already know you got expensive taste

Take my hand, follow me to my room

Tell your little friends you gon' be alright

Girl I got a plan for the whole night

Yeah, okay I came up with a plan, it was take you by the hand

And bring you somewhere where the sand is

Soon as we landed

We went straight into the room

And played the music, started dancing

You was taking off your pants

It look like Dorothy ain't in Kansas anymore

I do you like a chore

We started on the bed and then we moved it to the floor

You started getting crazy, told me fuck you like a whore

I thought you was an angel, now you yellin' to the Lord

You used to tell me all the time I ain't your type

Now you always wanna spend the night

Now I'm doing everything you like

When I'm inside your pussy, damn it feels so right

Yeah, but I still respect the game

Every time I'm out of line you always set me straight

The sex is great, for Heaven's sake I need it every day

I yell your name, Cinderella

Never gonna find nobody better, all my life...

I been waitin' all night for this moment

I been waitin' all year for this moment

I been picturing you takin' off your clothes for me

I been literally curvin' all these hoes for you

Daddy told you, better bring your ass home

Cinderella better get your ass home

Man I swear the parents just don't understand

You ain't gotta be old to be a man

Take my hand, come with me to my room

Girl I got a suite at the SLS

I already know you got expensive taste

Take my hand, follow me to my room

Tell your little friends you gon' be alright

Girl I got a plan for the whole night

Hey now, I'm saying

My only way out is the way in

I won't stop 'til you're mine, no way

Well, all my days now, they changin'

I got angels, no more Satan

Looks like God's on my side, this time

Well, I been meanin' to tell ya

You lookin' better every day, write you letters

It's only right that right after love, I write my name

If it's forever or never, it's all the same

Under the weather

Feel much better when that weather isn't rain, yeah

Ooh Cinderella, don't you run out of time

It feels like you've been taking all day

Wherever you came from, wherever you going

I promise I'm not far behind, yeah

So don't you dare throw this away

I been meanin' to tell ya

You look better every day, write you letters

It's only right that right after love, I write my name

And if it's forever or never it's all the same

Under the weather

Feel much better when that weather isn't rain"
51,Clarity,https://genius.com/Mac-miller-clarity-lyrics,Macadelic,True,"Clarity...

Clarity...

Clarity—figure all this out, I ain't gona take a charity

Marry me, wish everyone could shake

And play the tambourine

I know I love you I ain't tryna let those words slip

Pure bliss, I knew that we would stay together, we in cursive

Infatuation, when every single move you make is fascinatin'

Gravitatin' towards anything that gives a sense of happiness

Activist, love activeness

Sendin' my love for girls who got some cuts at their wrists

Hope you found what you lookin' for

I hope you found what you lookin' for

You take away the pain and I thank you for that

If I ever get the chance, bet I'm paying you back

I'mma be waiting for that, I'mma be waiting for that

Misery—you represent love, you the epitome

So wish for me, I'll come out of nowhere—your epiphany

Disconnect from everybody

Who don't understand my vision yet

In a jet is where my mind is so I light another cigarette

To calm me down

So calm me down

Everybody who can save me now is not around, chopper down

Busy today, but can you tell me how tomorrow sounds?

In between, purgatory ain't as bad as it would seem to be

Live a dream, that's so cliché

But I can't tell you what it means to me

You take away the pain and I thank you for that

If I ever get the chance, bet I'm paying you back

I'mma be waiting for that, I'mma be waiting for that

And so it is to the printing press...

To the recorder of man's deeds—the keeper of his conscience

—the courier of his news—that we look for strength and assistance—confident that with your help, man will be what he was born to be—free and independent..."
53,Class President,https://genius.com/Mac-miller-class-president-lyrics,The High Life,True,"Look, comin' with the flows of a veteran, Mac class president

All black Letterman, recognize a gentleman

Know anything but formal, take you out the normal

It's time travel here, step into my portal

Never seem to be another ordinary college fellow

Still keep a bunch of action figure's, Donatello's

I used to wet my pants leave the carpet yellow

Now I'm playing games with hoes turn they hearts to jello

L's rolled from my wrist to my elbow

Hell of smoke got my eyes red like Elmo

Music that I make got me buzzin' like a cellphone

Sticking to my word, I'm Velcro hell No !

I ain't gone stop one minute

Better than I ever been, before it was just a scrimmage

Now the boy playing for the cup, It's a championship

See the wordplay dance from his lips

All my ladies put ya hands on ya hips, here some candy to lick

Come and holla if ya man is a bitch

Every party that I roll to they demand me to spit

Treat me like I'm Peyton Manning in this

Playa I don't got no time for the slow grind here in 09'

Blow minds with these dope rhymes, call them coke lines

Snort it get distorted, I'm takin' you out of orbit

Plus we poppin' champagne see the cork twist

Purple piff got me higher than a forklift

Hungry, feed it like my mother got four tits

I'm living in this music you a tourist

Rocky and Bulwinkle, you just Boris

Boy spit still way sharper than a swordfish

Yo whole style just dead like a morgue is

I'm a senior but I stay fresh man

Class president never would've guess man

Bitches on me that I ain't never met man

The only thing that's on ya dick is ya left hand

Wolverine nails signin' on the X man

They don't hear me up in Def Jam"
54,Claymation,https://genius.com/Mac-miller-claymation-lyrics,Watching Movies With the Sound Off,True,"Bitches stay hating, this is Claymation

Fucked up, get away, that's a vacation

Want to get paid, who doesn't though?

I'mma be a ghost, take a polaroid picture

Fresh off a steroid swisher

Pistol at the peephole that's a paranoid nigga

One of a kind though, ain't nobody close to me

Your answers straight over G, I'll bag you like groceries

It's whatever though, whatever cross my mind

Haters got no watch, I ain't got the time

Vinny got more flow than a box of wine

Rare as a copper dime, I got an awkward mind

But it's beautiful, like Russel Crowe

Fire at the fingertips can't extinguish it

Shorty gave me tight head without shrinking it

Coolest kid out, on my Chuck Inglish shit

Mac and Vinny, always get the people loose

Fall back, strike back, just like evil do

The birds prey on us like eagles do

It's like claymation the way they bend and move

Bitches stay hating, this is Claymation

Fucked up, get away, that's a vacation

Want to get paid, who doesn't though?

I'mma be a ghost, take a polaroid picture

Monster and Michael Keaton, and I'm offing you while you sleep

And you talking but it's so cheap, and I'm popular for a reason

I got a pool but it's sharks swimming in the deep end

Don't get much sleep, two minutes and get a dream in

Is all you need, it's crazy

The colony was lost at sea getting wavy

The rawest rapper, baby forehead autographer

On top of Saturn, I'm sending shots from a rocket blaster

Believe me this is where geniuses live

It's Most Dope, we holier than all of Jesus' kids

But we speaking in heathens, and all of these Even Stevens

Who don't need a reason, just want a bitch they can feed with semen

No need for sleeping, Cheeba gon' keep me dreaming, I'm faded

Been in Cali a lil' too long it got me jaded

Hit Japan and I'm instagram camera shy Samurais

Fucking up a Jerm beat, teach you how to vandalize

The bandana Santana tied

The sound amplified screams on Kennywood's Steel Phantom ride

My pockets fat I'm still looking for some pants my size

They over-analyze everything I fantasize

We could have a conversation, we could pantomime

Girl you could come a little closer, put your hand in mine

This life a prison, it's time to set you free

Watching movies in silence describing what I see

Bitches stay hating, this is Claymation

Fucked up, get away, that's a vacation

Want to get paid, who doesn't though?

I'mma be a ghost, take a polaroid picture"
55,Clubhouse,https://genius.com/Mac-miller-clubhouse-lyrics,GO:OD AM,True,"Yeah I done been through it all

Every brick in the wall

Got a bitch I'mma call when I'm tryna fuck

You ain't shit to the God, need to get you a job

Cause you live in the mall - bills pile up

I'mma chill in the spot, with a spliff I been lifted a lot

But I'm still not high enough

All the mills that I got, couple whips in the lot

If there's a list to the top you could sign me up

Yeah, sign me up

Sign me up

Can't bring me down

Sign me up

Can't burn me up can't bring me up

Yeah, above ground about thirty thousand miles up

Told the bitch slow down like dial-up

Go down first and she climbing up

Wanna let me cut, tell her ""line it up""

Little bit much, I'm a wild one

All I do is fuck hoes, drink tiger blood

Ever since I came in the game they been sour

I'm the plug, get your motherfuckin' power up

Mind your business, you in my office

And I go get it, I need all it

I stay lifted, smoking, sipping

Fixes fixing all my problems

Yeah I done been through it all

Every brick in the wall

Got a bitch I'mma call when I'm tryna fuck

You ain't shit to the God, need to get you a job

Cause you live in the mall - bills pile up

I'mma chill in the spot, with a spliff I been lifted a lot

But I still ain't high enough

All the mills that I got, couple whips in the lot

If there's a list to the top you could sign me up

Yeah, sign me up

Sign me up

Can't bring me down

Sign me up

Can't burn me up can't bring me up

I was a nobody, now my name's on the list

Couple keys of uncut cocaine on the wrist

And I let my nuts hang on a bitch

The money that we spend on champagne is ridiculous

And it is us, elixir in my cup

Give the bitches drugs, a dick to suck

And I don't see why these kids wanna grow up to be just like me

I was a nobody, now my name in they mouth

Came for a steak but I left with the cow

And they hate when you great though

Ain't shit change but my checking account

Mac Milly

Yeah I done been through it all

Every brick in the wall

Got a bitch I'mma call when I'm tryna fuck

You ain't shit to the God, need to get you a job

Cause you live in the mall - bills pile up

I'mma chill in the spot, with a spliff I been lifted a lot

But I still ain't high enough

All the mills that I got, couple whips in the lot

If there's a list to the top you could sign me up

Yeah, sign me up

Sign me up

Can't bring me down

Sign me up

Can't burn me up can't bring me up"
